# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = strength_model_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /Users/ddifrancesco/Github/DCE_guidance/tmp/strength_model_3.data.R
# init = 2 (Default)
# random
#   seed = 1286198000 (Default)
# output
#   file = /Users/ddifrancesco/Github/DCE_guidance/tmp/strength_model_samples_3.csv
#   diagnostic_file = /Users/ddifrancesco/Github/DCE_guidance/tmp/strength_model_diagnostics_3.csv
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,strength,strength_m_log,strength_sd_log,p_strength,p_strength_m_log,p_strength_sd_log,g_strength,g_strength_m_log,g_strength_sd_log
-2868.84,0.250129,0.361486,2,4,1,2871.07,356.891,5.89328,-2.44375,-1.93636,-0.579813,-0.365633,-0.0210187,2.99465,0.0535385
-2868.84,0.00533988,0.361486,1,3,1,2872.64,356.891,5.89328,-2.44375,1.36756,1.4916,-2.73154,-0.0210187,2.99465,0.0535385
-2868.84,0.0149381,0.361486,1,1,0,2869.26,356.891,5.89328,-2.44375,0.145904,1.17338,-0.385035,-0.0210187,2.99465,0.0535385
-2868.84,0.000300833,0.361486,2,4,1,2871.69,356.891,5.89328,-2.44375,1.90879,-1.18721,1.22675,-0.0210187,2.99465,0.0535385
-2868.84,0.000830613,0.361486,2,3,0,2869.71,356.891,5.89328,-2.44375,-1.14437,0.671453,-0.230583,-0.0210187,2.99465,0.0535385
-2868.84,0.000790807,0.361486,1,1,0,2869.39,356.891,5.89328,-2.44375,0.0806977,-1.37018,0.436854,-0.0210187,2.99465,0.0535385
-2868.84,4.82721e-11,0.361486,1,1,0,2870.05,356.891,5.89328,-2.44375,-1.17604,1.19648,0.466785,-0.0210187,2.99465,0.0535385
-2868.84,1.36728e-30,0.361486,1,1,0,2869.98,356.891,5.89328,-2.44375,0.34416,-1.60327,-1.1696,-0.0210187,2.99465,0.0535385
-2868.87,0.453789,0.361486,2,4,1,2869.49,356.641,5.88613,-2.19184,-0.577825,-0.333766,1.18009,-0.217471,1.63929,0.104632
-2868.87,0.000284859,0.361486,2,7,0,2871.05,356.641,5.88613,-2.19184,1.29599,2.10916,0.472514,-0.217471,1.63929,0.104632
-2869.4,0.295815,0.361486,2,6,1,2870.11,356.63,6.02587,-1.6707,0.0671448,0.567371,1.47355,-0.236235,5.24133,-0.44072
-2869.49,0.620123,0.361486,4,15,0,2871.04,357.153,5.27677,-0.193957,-0.110983,-0.416521,-2.26941,0.197019,-0.609632,0.290616
-2871.38,0.940085,0.361486,3,7,0,2872.23,358.464,4.75518,0.626417,0.931537,-1.00924,-0.547835,1.24412,-0.566691,1.50826
-2871.03,1,0.361486,3,7,0,2871.71,358.358,4.98757,0.542244,0.470337,-1.27534,0.662658,1.15946,-0.314651,1.44969
-2872.14,0.969965,0.361486,4,15,0,2873.24,355.402,5.66297,0.982745,-0.134595,1.98321,-0.412313,-1.20604,0.633516,2.66559
-2872.53,0.963865,0.361486,3,7,0,2875.64,357.588,6.97929,-0.415445,1.19118,-2.78448,0.959437,0.535596,4.50396,-2.11685
-2871.54,0.984686,0.361486,3,7,0,2873.53,357.673,6.1767,0.81816,-0.277708,-2.4154,1.19554,0.610122,1.23454,2.24914
-2872.79,0.934069,0.361486,3,7,0,2876.35,354.63,6.36,0.329971,-0.354838,-1.27673,-3.24471,-1.8247,1.61272,1.26737
-2872.1,0.994064,0.361486,3,7,0,2873.83,354.388,5.99464,-0.33506,-0.956843,1.45737,1.4997,-2.01847,1.23748,0.685122
-2871.28,0.971867,0.361486,3,7,0,2873.5,355.457,6.17738,0.323333,1.9015,-0.855822,-0.0474041,-1.16293,1.3366,1.33333
-2869.5,0.980461,0.361486,2,7,0,2873.13,356.589,5.26431,-0.266708,-1.5773,2.36614,1.61791,-0.254268,-0.779452,0.126831
-2869.57,0.977867,0.361486,3,15,0,2870.08,356.398,5.36062,-0.746376,-0.0529797,-1.36904,0.178166,-0.403406,-1.93269,-0.707952
-2870.07,0.923373,0.361486,2,7,0,2871.61,357.869,5.01439,-0.130735,0.968832,0.672348,1.75993,0.770271,-1.11012,-0.0961239
-2869.74,0.97814,0.361486,3,15,0,2870.81,357.219,6.14355,-1.24716,0.763713,-1.18635,1.12643,0.238027,4.35606,-0.564642
-2869.19,0.128762,0.361486,3,15,0,2871.16,356.806,5.69327,-1.58174,1.00599,1.69994,1.48506,-0.0713666,-3.6571,-0.594528
-2869.1,0.630246,0.361486,3,7,0,2869.75,357.361,5.94119,-1.8715,-0.596818,1.1763,0.556139,0.353088,3.57774,-0.0107384
-2869.29,0.975747,0.361486,1,3,0,2869.39,357.572,5.75353,-1.88155,0.421428,-0.140495,0.0478461,0.544274,-4.66658,-0.529545
-2869.26,0.328932,0.361486,3,7,0,2870.24,357.632,5.88289,-1.11461,-0.136875,0.445749,1.77204,0.577714,0.914301,0.327938
-2869.69,0.993497,0.361486,3,7,0,2869.79,355.599,5.75854,-1.18821,0.101058,-0.595772,0.121761,-1.04524,-0.482408,0.161732
-2869.43,0.989199,0.361486,4,15,0,2870.99,358.133,5.87713,-2.23176,-1.57982,-0.0603853,0.739799,0.979081,0.549286,0.106102
-2869.97,0.227925,0.361486,2,4,1,2870.79,358.118,6.01052,-1.93197,-0.207619,-0.599975,1.5455,0.949214,7.18924,-0.656275
-2869.97,0.0774845,0.361486,1,3,0,2871.74,358.118,6.01052,-1.93197,-0.307596,-1.54744,1.93103,0.949214,7.18924,-0.656275
-2870.03,0.380104,0.361486,3,15,0,2871.15,356.085,5.73292,0.132405,0.778548,-0.399879,-1.60251,-0.659624,0.623767,1.12604
-2869.63,0.961648,0.361486,4,15,0,2870.74,357.768,5.59846,-1.32027,-0.679661,1.64038,-0.690157,0.697224,-3.34727,-0.843344
-2871.51,0.39089,0.361486,2,3,0,2872.82,357.335,6.59794,-0.842144,-0.689944,0.735737,1.76446,0.328833,5.47378,-2.35697
-2871.25,0.985002,0.361486,4,15,0,2872.98,356.921,3.93055,0.460116,0.952479,1.87821,1.01044,0.0111268,-1.84518,0.0739454
-2870.06,0.999787,0.361486,3,7,0,2871.31,357.302,4.79329,0.260188,-0.0527068,-2.13167,0.396061,0.315073,-0.851689,0.597183
-2871.45,0.792471,0.361486,2,3,0,2873.64,357.564,4.48588,-0.395421,0.550589,-0.963494,-2.46832,0.53168,-3.58699,-3.60844
-2871.26,0.996597,0.361486,4,15,0,2872.48,358.019,4.90495,0.850509,-0.375418,1.5198,1.35281,0.887824,-0.273104,2.16712
-2870.4,0.989768,0.361486,3,7,0,2871.66,357.922,4.75239,0.125822,0.429615,0.0962898,1.98985,0.812083,-1.12459,0.144911
-2869.77,0.996779,0.361486,3,7,0,2870.8,357.13,4.96386,-0.115075,-1.10423,0.99453,-0.520496,0.179083,-1.18698,-0.16085
-2870.07,0.989574,0.361486,3,7,0,2870.27,357.032,4.72896,-0.0655636,-0.154854,0.581528,0.581058,0.101439,-1.58087,-0.568278
-2869.78,0.976806,0.361486,2,5,0,2870.55,356.929,5.29564,0.261083,0.142049,-1.62422,-0.489336,0.0156475,-0.0495611,1.09746
-2870.79,0.987632,0.361486,3,7,0,2871.3,357.336,4.85962,0.820598,-0.406147,1.05133,-0.662239,0.34098,-0.337817,2.07066
-2870.72,0.994526,0.361486,3,7,0,2871.79,358.07,4.64528,-0.0392814,0.505709,-0.676552,1.66195,0.931399,-1.69113,-0.689589
-2873.26,0.976053,0.361486,3,7,0,2875.26,357.299,6.97175,-0.700525,-0.927519,2.36424,-0.371646,0.298917,6.40944,-4.35485
-2870.36,1,0.361486,4,15,0,2873.2,357.086,4.54613,0.429094,-0.348618,-3.18939,0.552827,0.142609,-1.01848,0.783887
-2870.8,0.927286,0.361486,2,7,0,2874.69,356.052,5.93967,0.544486,1.0986,-3.4737,0.324929,-0.686304,0.961412,1.72232
-2869.79,0.997103,0.361486,3,7,0,2871.28,356.022,5.23392,-0.305778,0.832338,-0.866115,-1.75945,-0.707199,-0.947764,-0.0209945
-2870.87,0.872761,0.361486,2,7,0,2874.24,356.75,5.06646,-0.933912,-1.81593,-0.058468,2.29194,-0.11327,-5.18136,-3.86074
-2869.75,1,0.361486,2,7,0,2871.79,356.747,4.9901,0.0433745,-0.0426385,-0.440047,-2.61175,-0.128252,-0.823139,0.323046
-2869.49,0.981095,0.361486,3,7,0,2870.35,357.719,5.89856,-0.711,0.0309865,1.72683,-0.508886,0.646577,0.97653,0.489686
-2870.23,0.957241,0.361486,4,15,0,2871.19,357.221,4.72009,0.429193,1.29964,-0.171763,-0.105124,0.250355,-0.770831,0.967398
-2872.09,0.919283,0.361486,3,7,0,2874.67,358.103,6.7991,-0.3648,-1.48362,-2.25161,-0.128524,0.949105,3.70384,-1.05475
-2871.27,0.94892,0.361486,3,7,0,2874.5,355.297,4.61829,0.362553,-1.27591,-2.96168,0.175046,-1.28902,-0.989316,0.674654
-2871.32,0.71328,0.361486,4,15,0,2872.24,358.99,6.13572,-1.07487,-0.689784,0.15191,-1.48505,1.65765,3.30224,-0.205552
-2873.01,0.284721,0.361486,3,15,0,2875.4,357.899,5.43466,-1.85227,-1.53338,1.76012,0.924042,0.841307,-17.6704,-7.91064
-2869.35,0.762493,0.361486,2,3,0,2873.77,357.314,5.74576,-0.424435,-0.74983,-2.32721,3.03551,0.323682,0.435282,0.612891
-2869.42,0.717609,0.361486,3,15,1,2869.69,357.33,5.60748,-0.264033,0.0198316,0.751731,-0.647205,0.337455,0.147647,0.64325
-2869.75,0.993186,0.361486,3,7,0,2869.8,357.334,5.2097,-0.625999,-0.199451,0.127219,-0.290322,0.345757,-2.12991,-1.03041
-2871.01,0.982241,0.361486,3,7,0,2871.46,358.685,5.5945,0.186786,0.58316,-0.873196,-0.448431,1.42027,0.396319,1.1483
-2869.94,0.976823,0.361486,3,7,0,2872.55,357.766,5.53279,-1.35773,1.2993,-1.2078,2.09654,0.698984,-4.71231,-1.56329
-2868.99,0.946163,0.361486,3,7,0,2870.35,357.05,5.90873,-1.49948,-0.869442,-1.41787,1.18078,0.110148,1.52781,0.204145
-2869.13,0.615724,0.361486,2,7,0,2869.56,357.073,5.95642,-1.23539,-0.0333578,0.0906611,-1.21761,0.127587,1.88491,0.217857
-2869.18,0.948849,0.361486,3,9,0,2870.16,357.556,5.7767,-1.11406,-1.09729,0.910553,-0.535829,0.519322,-0.175636,0.230518
-2871.54,0.725833,0.361486,3,15,0,2874.38,358.365,5.21943,-1.10752,-1.78166,1.86508,-0.697386,1.1809,-5.84675,-3.68616
-2870.14,0.997772,0.361486,3,7,0,2871.71,358.233,5.37362,-0.725311,0.51739,-1.13224,-1.93032,1.06457,-1.79153,-0.614776
-2870.91,0.929244,0.361486,3,7,0,2871.61,356.898,5.96427,0.745137,1.11205,0.1208,0.117442,-0.00955623,0.983832,2.10503
-2869.7,0.986453,0.361486,3,7,0,2871.64,357.736,5.30264,-0.464264,-0.42086,1.09443,2.28991,0.664879,-1.158,-0.214416
-2870.35,0.984605,0.361486,3,7,0,2871.07,355.256,5.90209,-0.667666,-0.972208,0.656292,-0.526947,-1.3233,1.01327,0.509653
-2870.36,0.998797,0.361486,2,3,0,2870.55,355.228,5.80233,-0.580482,-0.464484,0.532625,-0.0104139,-1.34494,0.577429,0.543788
-2871.86,0.91302,0.361486,4,15,0,2872.83,356.197,6.27172,-1.69544,1.30798,-0.033817,0.171502,-0.60359,13.0368,-4.47827
-2869.91,0.714286,0.361486,2,7,0,2873.21,356.272,5.0494,0.141533,-0.373068,2.03026,-2.70941,-0.508761,-0.573184,0.637601
-2870.41,0.973611,0.361486,3,15,0,2870.98,356.118,6.2621,-0.0543414,0.411586,0.836282,-0.999292,-0.635305,1.69335,0.780283
-2870.7,0.965428,0.361486,3,11,0,2873.31,358.755,5.98555,-0.691236,1.68565,-1.46825,-1.24023,1.4748,1.3956,0.45876
-2871.93,0.968682,0.361486,2,3,0,2872.2,359.143,5.38168,-1.13112,-0.161268,-0.649996,-0.684463,1.79945,-4.4402,-2.09809
-2870.3,0.872943,0.361486,3,15,0,2873.33,357.812,6.11964,-1.67921,-2.01195,1.53252,-0.702309,0.701921,8.00762,-1.46407
-2869.35,0.726241,0.361486,2,5,0,2872.05,356.911,5.43776,-0.772824,1.18125,1.37531,-2.21561,0.00669859,-1.625,-0.445342
-2870.43,0.946249,0.361486,3,7,0,2870.98,358.854,5.824,-1.58589,0.242732,1.18031,0.70682,1.55862,-0.581006,0.121996
-2871.16,0.394279,0.361486,2,3,0,2872.03,358.42,6.06669,-2.13521,-1.01545,-0.768987,-0.700581,1.17076,14.3025,-2.33015
-2871.9,0.0872488,0.361486,3,12,1,2873.96,359.266,5.75302,-2.36139,-1.73893,-0.88345,0.744456,1.92585,-13.9871,-1.83735
-2871.9,6.22506e-15,0.361486,2,6,1,2874.07,359.266,5.75302,-2.36139,-1.46878,1.65095,0.91844,1.92585,-13.9871,-1.83735
-2871.9,5.94146e-12,0.361486,1,1,0,2872.07,359.266,5.75302,-2.36139,0.245635,0.724624,-0.00836482,1.92585,-13.9871,-1.83735
-2871.9,0.333333,0.361486,1,3,0,2872.98,359.266,5.75302,-2.36139,0.213634,1.42188,1.33416,1.92585,-13.9871,-1.83735
-2871.9,0.0823829,0.361486,2,6,1,2879.67,359.266,5.75302,-2.36139,-3.24131,-2.59197,-0.600952,1.92585,-13.9871,-1.83735
-2871.91,0.333337,0.361486,2,3,0,2872.28,359.304,6.00343,-2.27583,0.246748,0.91163,-0.632369,1.88378,12.3081,-1.24549
-2871.91,0.00740154,0.361486,2,3,0,2872.19,359.304,6.00343,-2.27583,-0.2923,0.136706,-0.895824,1.88378,12.3081,-1.24549
-2871.91,0.00719647,0.361486,2,3,0,2872.26,359.304,6.00343,-2.27583,0.629311,0.0682981,-0.65813,1.88378,12.3081,-1.24549
-2871.91,0.00975352,0.361486,2,5,1,2876.69,359.304,6.00343,-2.27583,-2.82188,0.0168694,-1.03596,1.88378,12.3081,-1.24549
-2871.91,1.999e-45,0.361486,1,1,0,2874.24,359.304,6.00343,-2.27583,-1.00704,-2.50569,-0.595533,1.88378,12.3081,-1.24549
-2871.91,0.0670133,0.361486,2,3,0,2874.8,359.304,6.00343,-2.27583,1.76086,0.132972,1.98959,1.88378,12.3081,-1.24549
-2871.91,0.0019684,0.361486,3,7,0,2873.59,359.304,6.00343,-2.27583,0.530306,0.822002,-2.15556,1.88378,12.3081,-1.24549
-2871.91,3.50832e-39,0.361486,1,1,0,2874.59,359.304,6.00343,-2.27583,0.576382,0.256181,2.92308,1.88378,12.3081,-1.24549
-2871.91,0.000603588,0.361486,3,7,0,2872.17,359.304,6.00343,-2.27583,0.588927,0.199982,-0.427565,1.88378,12.3081,-1.24549
-2871.91,4.42155e-15,0.361486,2,3,0,2873.94,359.304,6.00343,-2.27583,1.08298,-2.16311,0.700807,1.88378,12.3081,-1.24549
-2871.91,0.00229183,0.361486,2,3,0,2871.98,359.304,6.00343,-2.27583,-0.252803,0.164268,-0.31625,1.88378,12.3081,-1.24549
-2871.91,0.00380612,0.361486,2,5,0,2872.95,359.304,6.00343,-2.27583,-0.919728,0.337673,-1.36086,1.88378,12.3081,-1.24549
-2871.91,7.73489e-59,0.361486,1,1,0,2874.29,359.304,6.00343,-2.27583,0.360155,-2.89233,-0.58627,1.88378,12.3081,-1.24549
-2871.91,0.00165215,0.361486,2,7,1,2871.98,359.304,6.00343,-2.27583,0.0119188,0.109586,-0.483106,1.88378,12.3081,-1.24549
-2869.01,1,0.361486,3,15,0,2871.7,356.611,5.76401,-1.48987,-2.08118,-0.175862,0.92899,-0.232973,-1.45304,-0.0243258
-2869.52,0.96449,0.361486,2,7,0,2869.87,357.919,5.97085,-1.51493,-0.789728,-0.147943,0.0518917,0.801525,2.84466,0.0501559
-2870.22,0.887488,0.361486,4,15,0,2870.63,355.506,5.82352,-0.280512,-0.628199,0.835928,-0.119781,-1.12307,0.735871,0.751013
-2870.31,0.961891,0.361486,3,7,0,2872.48,356.609,6.35484,-0.140297,1.22427,-2.18795,0.494794,-0.242894,1.98795,0.566347
-2870.28,0.996025,0.361486,4,15,0,2870.91,356.155,5.98749,0.203588,-0.707675,1.13954,0.177604,-0.604044,1.06212,1.21743
-2870,0.993966,0.361486,3,7,0,2870.58,355.771,5.75988,-0.168967,0.165298,-0.857642,-1.13152,-0.911108,0.599487,0.826187
-2870.01,0.979159,0.361486,2,7,0,2871.16,355.555,5.48104,-0.459507,0.335864,1.3711,1.42719,-1.08116,-0.503253,0.245119
-2870.09,0.67126,0.361486,2,7,0,2871.85,356.283,5.07669,0.368734,-1.13973,0.93775,-1.65839,-0.500543,-0.305503,1.14052
-2869.94,0.981882,0.361486,3,11,0,2871.34,357.916,6.06476,-1.62265,0.403337,-0.578549,-2.04776,0.791491,5.79966,-0.676011
-2870.27,0.369744,0.361486,3,7,0,2871.9,356.172,6.31002,-0.501453,0.758141,-0.193428,-2.10712,-0.59347,2.49483,0.0907287
-2871.28,0.941678,0.361486,3,7,0,2872.38,355.296,4.55574,0.167925,-0.359931,1.89356,-0.519183,-1.2886,-1.38571,-0.0572402
-2872.54,0.956177,0.361486,2,3,0,2873.64,354.687,4.32857,0.290389,1.17997,0.913733,-0.581894,-1.7758,-1.53449,0.00553355
-2872.76,0.970159,0.361486,3,7,0,2873.78,354.612,4.88594,0.789541,-0.585832,-1.6665,-0.593186,-1.83831,-0.317149,2.00233
-2871.2,1,0.361486,3,7,0,2873.32,355.922,4.26822,0.0640496,-1.78541,-0.228919,1.04714,-0.786839,-2.14511,-1.20436
-2870.14,0.971775,0.361486,3,7,0,2871.96,357.48,5.54836,0.404209,0.756299,2.33548,0.451022,0.456464,0.401003,1.44938
-2870.91,0.988422,0.361486,3,7,0,2871.38,355.287,5.16596,-0.696611,-0.281581,1.23226,-0.32502,-1.29049,-2.68157,-1.51484
-2870.63,1,0.361486,1,1,0,2870.9,355.385,5.19678,-0.638185,-0.46122,-0.564165,-0.478972,-1.21318,-2.22725,-1.11142
-2870.65,0.579413,0.361486,2,3,0,2873.26,354.935,5.95759,-1.65955,-0.00222155,2.36866,-1.97751,-1.58659,3.32482,-0.0125491
-2871.15,0.344819,0.361486,1,3,0,2873.05,354.951,6.12774,-1.14498,0.322436,0.231809,2.50847,-1.57477,3.65325,-0.327696
-2871.15,0.724121,0.361486,1,1,0,2872.07,354.951,6.12774,-1.14498,0.269111,-1.70133,0.633618,-1.57477,3.65325,-0.327696
-2870.65,0.958612,0.361486,2,3,0,2871.74,355.644,5.41733,-1.26191,1.28187,-0.807646,0.114369,-0.997077,-5.27925,-2.31793
-2871.38,0.420306,0.361486,3,7,0,2875.05,357.838,6.57445,0.284603,1.23202,-1.50985,2.76076,0.741513,1.96744,1.05635
-2871,0.999435,0.361486,3,7,0,2871.83,357.431,6.54667,0.191904,1.08031,0.507396,0.6053,0.415179,2.00157,0.907805
-2870.08,0.980631,0.361486,2,7,0,2871.53,356.266,6.19665,-0.257833,0.823227,1.69715,1.03795,-0.516517,1.73421,0.600182
-2870.18,0.978957,0.361486,2,7,0,2871.86,358.296,5.36752,-0.207179,1.31188,-1.61401,-0.285898,1.1111,-0.410125,0.413289
-2870.03,0.705687,0.361486,3,15,0,2870.81,357.299,5.27631,0.415385,-1.15052,-0.13825,0.369531,0.311891,0.0138983,1.35691
-2870.62,0.965687,0.361486,3,15,0,2872.62,357.542,4.78564,0.664559,-0.506995,2.48162,-0.891922,0.506142,-0.50385,1.62704
-2870.97,0.859443,0.361486,3,15,0,2872.19,355.614,4.6082,0.441647,1.25648,-0.105544,1.06497,-1.03521,-0.915037,0.893031
-2869.86,0.966237,0.361486,2,7,0,2873.15,357.175,4.93352,-0.224804,-1.96399,-1.34729,1.4893,0.216213,-1.54751,-0.600466
-2870.3,1,0.361486,3,7,0,2870.52,357.296,4.64628,0.41292,-0.0663421,0.113903,0.850213,0.310505,-0.893292,0.846315
-2871.27,0.960466,0.361486,2,3,0,2871.43,357.539,4.24454,-0.0782914,0.128515,-0.259618,-0.681583,0.508323,-2.66725,-2.20051
-2870.67,0.906859,0.361486,3,7,0,2872.81,357.044,6.12779,0.519474,0.54986,-2.62846,-0.710636,0.106858,1.21623,1.65904
-2872.36,0.982852,0.361486,3,7,0,2872.88,358.223,6.89975,0.111488,-0.523174,-0.103826,1.11086,1.04776,2.71476,0.287776
-2873.69,0.984561,0.361486,3,7,0,2874.51,359.334,6.54522,0.555888,0.0672564,1.76082,-0.000513776,1.93828,1.76266,1.59977
-2873.26,0.957577,0.361486,3,7,0,2875.4,355.251,5.33678,-1.60529,1.83587,0.0840255,0.927904,-1.28974,-12.9537,-6.92346
-2870.16,0.965492,0.361486,2,3,0,2871.96,355.269,5.72124,-1.61538,0.278868,2.5788,0.0212017,-1.30224,-3.11504,-0.382911
-2872.02,0.999871,0.361486,3,7,0,2873.13,354.429,5.81534,-0.119306,0.984449,-0.0709252,1.39469,-1.98454,0.745294,0.883672
-2869.96,0.972077,0.361486,3,7,0,2872.27,355.502,5.59546,-0.998465,-1.7027,0.173252,1.52801,-1.12084,-1.45288,-0.20113
-2869.09,0.360684,0.361486,1,3,0,2874.42,356.239,5.81161,-1.6505,-1.91413,-1.30051,3.11813,-0.531879,-0.925184,0.0808091
-2869.8,0.971473,0.361486,2,5,0,2870.07,355.419,5.85876,-1.58179,0.63154,-0.360739,-0.139392,-1.19229,0.514798,0.200605
-2869.29,0.777806,0.361486,3,11,0,2870.35,356.81,5.81337,-0.48087,1.26439,0.0197303,0.748158,-0.0795568,0.646347,0.607583
-2869.53,0.98925,0.361486,2,3,0,2869.53,356.837,6.01057,-0.417347,-0.0570468,-0.0759697,0.0764095,-0.0595539,1.31769,0.617856
-2869.13,0.987165,0.361486,3,7,0,2869.72,356.615,5.75945,-0.833691,0.0146888,-1.25093,-0.793197,-0.234671,0.138463,0.36166
-2869.74,0.954408,0.361486,4,15,0,2870.95,357.506,6.08951,-0.493091,-0.579591,0.910307,1.65807,0.474914,1.65349,0.492095
-2869.68,0.644192,0.361486,3,9,1,2870.24,357.763,6.00583,-1.97676,0.37075,-0.751828,1.07241,0.664173,7.57082,-0.688422
-2870.21,0.0648991,0.361486,3,15,0,2871.27,358.225,6.0224,-1.98189,-0.951483,1.44215,-0.140526,1.03093,8.45959,-0.912619
-2870.21,1.03269e-05,0.361486,1,2,1,2873.55,358.225,6.0224,-1.98189,1.3229,0.658617,2.77581,1.03093,8.45959,-0.912619
-2869.36,0.5,0.361486,2,6,1,2871.79,357.761,5.71422,-0.936339,-0.861012,-1.0874,2.41679,0.683767,-0.363391,0.213563
-2869.32,0.940066,0.361486,3,15,0,2869.67,357.625,5.96649,-1.39619,0.60719,-0.474828,0.545318,0.568302,2.38645,0.12399
-2869.21,0.898398,0.361486,2,7,0,2870.4,357.183,5.64586,-1.31103,1.13318,1.21976,-0.490967,0.226871,-2.55276,-0.473778
-2870.06,0.92079,0.361486,3,7,0,2870.07,357.641,5.68585,-2.05574,0.0989568,-0.187672,0.0528225,0.617745,-11.1359,-2.16165
-2869.1,0.80641,0.361486,2,3,0,2870.28,357.566,5.82437,-1.53161,-0.290013,-1.32879,1.51959,0.527782,-0.351333,0.151584
-2869.72,0.68213,0.361486,2,5,0,2870.08,357.818,6.02852,-1.73423,-0.492249,-0.0232953,0.868444,0.712681,5.79324,-0.530993
-2869.74,1,0.361486,2,3,0,2869.8,357.861,5.67051,-1.67641,0.229206,0.169578,-0.297957,0.777808,-5.32144,-1.06907
-2869.63,0.998009,0.361486,2,3,0,2869.78,357.647,6.03484,-1.69009,-0.49984,0.2479,0.0668321,0.57657,5.59667,-0.52391
-2869.96,0.410625,0.361486,3,15,0,2872.13,358.275,5.79725,-0.594591,-0.042628,1.38093,2.39424,1.09255,0.52118,0.528584
-2869.91,0.980588,0.361486,3,11,0,2870.86,356.765,6.17364,-0.203792,1.17947,0.798261,-0.0574508,-0.117331,1.61942,0.68343
